,LoanID,Loanscore,Subject..Property.City,Subject..PropertyState,distancemiles,Male.Female,curbal,OrigTransdays,Origination.UPB,Repeat,Lending.Value,Interest.Rate,LTV,Credit.Score,Open.Current.Mortgage.Late,Closed.Past.Mortgage.Late,Foreclosure,Open.Current.Auto.Late,Closed.Past.Auto.Late,Open.Current.Revolving.Late,Closed.Revolving.Late,Open.Current.Education.Late,Closed.Past.Education.Late,Open.Current.Installment.Late,Closed.Past.Installment.Late,Bankrupcy,Charge.offs,Collections,Debt.High.Credit....,DOM,Yearbuilt,X..of.comarable.properties,Comparable.properties.lower.price,Comparable.properties.upper.price,X..of.comparable.sales,Comparable.sale.lower.price.range,Comparable.sale.upper.price.range,Rooms,Bedrooms,Baths,Square.feet.of.gross.living.area,Sale.Price,Price.of.Prior.Sale.Transfer,Appraisal.price,Indicated.Value.by.Cost.Approach,Indicated.Value.by.Income.Approach,Appraisal.Monthly.Rent,Market.Rent,Total...of.Comarable.Sales...prior.7.12.months.,Total...of.Comarable.Sales...prior.4.6.months.,Total...of.Comarable.Sales...prior.current.3.months.,Absorption.Rate...prior.7.12.months.,Absorption.Rate...prior.4.6.months.,Absorption.Rate...prior.current.3.months.,Total...of.Comparable.Active.listings.prior.7.12.months.,Total...of.Comparable.Active.listings.prior.4.6.months.,Total...of.Comparable.Active.listings.prior.current.3.months.,Median.Comparable.Sale.Price..prior.7.12.months.,Median.Comparable.Sale.Price..prior.4.6.months.,Median.Comparable.Sale.Price..prior.current.3.months.,Median.Comparable.sales.Days.on.market.prior.7.12.months.,Median.Comparable.sales.Days.on.market.prior.4.6.months.,Median.Comparable.sales.Days.on.market.prior.current.3.months.,Median.Comparable.List.Price.prior.7.12.months.,Median.Comparable.List.Price.prior.4.6.months.,Median.Comparable.List.Price.prior.current.3.months.,median.Comparable.listings.Days.on.Market.prior.7.12.months.,median.Comparable.listings.Days.on.Market.prior.4.6.months.,median.Comparable.listings.Days.on.Market.prior.current.3.months.,Median.Sale.Price.a.s..of.List.Price.prior.7.12.months.,Median.Sale.Price.a.s..of.List.Price.prior.4.6.months.,Median.Sale.Price.a.s..of.List.Price.prior.current.3.months.,Months.of.Housing.Supply.prior.7.12.months.,Months.of.Housing.Supply.prior.4.6.months.,Months.of.Housing.Supply.prior.current.3.months.,Foreclosure.sales,VFS.Internal.Value,WLV,X..of.home.purchased.in.last.3.years,X..of.years.investing,X..of.Properties.currently.owned,Current.Rent,Borrower.Rent,Expected.cost.to.Rehab63,Expected.flip.price,Borrower.Age.Group,Size,Origination.Quarter,Loan.Type,Loan.Term,Loan.Purpose,Prime.Sub.Prime,Current.NonCurrent,First.Payment.Default,Occupant,Assignment.Type,Location,Built.up,Growth,Property.Values,Demand.Supply,Marketing.Time,Units,Type,Condition,Rent.Own,Full.or.Part.Time.investor,Classifier,MR.UPB,MR.LV,MR.VFS,MR.APP,MR.MCSP,LV.VFS,APP.VFS,UPB.VFS,logloanscore
52,1402024,666.6666667,Pittsburgh,PA,21.78,M,28750.3767,322.23,31668,2,48000,0.18,0.70373,670,N,N,N,N,N,N,N,N,N,N,N,N,0.57,2.28,1.0028,7,95,13,52000,99900,21,30000,80000,7,4,1,1656,45000,23218.24,48000,69919,57894.85,1074.08,1130,7,9,5,1.17,3,1.67,9,7,13,49000,53000,47500,124,64,125,57900,89900,84500,51,77,58,0.92,95,0.86,7.69,2.33,7.78,0,41960,5354.83,0,0,0,0,0,0,0,3. 35-44,"4. $30,000-$39,000",2014 Q1,Third Party Lending,5 Yr,Purchase,Prime,Non Current,OK,others,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c4,Own,PT,Good,0.035682708,0.023541667,0.02693041,0.023541667,0.023789474,1.143946616,1.143946616,0.75471878,2.182302687
53,1402028,128.8461538,South Boston,VA,30.21,F,52525,1106,52525,1,99000,0.18,0.53056,617,N,N,N,N,N,N,N,N,N,N,Y,Y,0,1,0.49,138.93,4,2,124900,139900,3,109000,145000,7,3,2,1800,90968.49,7000,99000,151300,128578.31,1430.31,1056.2,2,0,1,0.33,0.6623,0.33,4.43,4.39,2,119500,79194.35,145000,803,99.84,57,127772,124925.46,132400,236.15,175.23,171,0.91,68.0026,0.97,11.9368,6.8376,6.06,0,85520,16243.3,0,0,0,0,0,0,0,5. 55-64,"5. $50,000-$59,000",2014 Q2,Third Party Lending,5 Yr,Refi-Cashout,Prime,Non Current,Default,vacant,Refinance Transaction,rural,25-75%,stable,stable,in balance,Over 6 mths,1,det.,c6,Rent,PT,Bad,0.02010852,0.010668687,0.012350327,0.010668687,0.007284138,1.157623948,1.157623948,0.614183817,1.30624957
54,1402046,600,Conway,SC,3.99,M,108476.9017,247,38620,2,358000,0.18,0.10788,538,N,N,N,N,N,N,N,N,N,N,N,N,3.38,6.65,5.1129,115.62,1,14,322000,394000,12,305000,372000,9,4,3.1,4026,208448.43,28000,358000,368100,295778,3428.05,2233.5,6,3,3,1,1,1,660.95,56.59,14,368000,343000,350000,185,161,235,321389.76,390350.59,360000,-334.77,-31.98,147,0.96,97,0.97,22.6461,22.2998,14,0,280000,144990.8,14.51,14.71,6.36,-3.27E-15,1886,20535,156255.6,4. 45-54,"4. $30,000-$39,000",2014 Q1,Third Party Lending,5 Yr,Refi-Cashout,Sub Prime,Non Current,OK,vacant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c1,Own,FT,Good,0.057832729,0.006238827,0.007976786,0.006238827,0.006381429,1.278571429,1.278571429,0.137928571,2.164965354
55,1402048,583.3333333,Macon,GA,498.27,M,20455.3401,303,24973,2,35000,0.18,0.71351,674,N,N,N,N,N,N,N,N,N,N,N,N,1.54,2.47,2.2101,134.38,49,16.49,31655.05,81114.23,30.28,23217.62,80464.45,6,3,1,1131,34486.54,0,35000,43700,38793.66,2385.84,812.5,10,12,12,1.67,4,3.33,15,10,13,45000,56600,40000,35,65,130,65000,60000,61000,245,230,124,0.97,96,0.96,8.98,2.5,3.9,0,32140,3564.96,0,0,0,0,0,0,0,3. 35-44,"3. $20,000-$29,999",2014 Q1,Third Party Lending,5 Yr,Purchase,Prime,Non Current,OK,others,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.032535138,0.023214286,0.025280025,0.023214286,0.0203125,1.088985688,1.088985688,0.777006845,2.156738175
56,1402055,450,Kalamazoo,MI,4.52,M,23836,497.03,24715,3,45000,0.18,0.54922,586,N,N,N,N,N,N,N,N,N,N,N,N,1.98,4.92,2.2393,154.52,110,17,10000,102000,6,24900,79000,7,4,2,1775,42938.23,19925.31,45000,88100,0,1032.32,978.3,10,4,3,1.67,1.33,1,9,6,6,57000,34000,73000,83,52,121,41000,41000,40000,64,129,144,0.01,0.9,0.01,5.39,4.51,6,0,43210,37000,4.66,8.35,7.57,-3.57E-15,399.65,1100,18055,6. 65+,"3. $20,000-$29,999",2014 Q1,Third Party Lending,5 Yr,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Bad,0.039583249,0.02174,0.022640592,0.02174,0.01340137,1.041425596,1.041425596,0.57197408,2.014903021
57,1402056,478.5714286,Kalamazoo,MI,5.01,M,18740.15,596.29,19565,3,35000,0.18,0.559,586,N,N,N,N,N,N,N,N,N,N,N,N,2.19,4.43,2.2964,157.36,110,17,10000,102000,6,24900,79000,7,4,2,1775,37739.01,20569.27,45000,88100,0,2639.82,1029,10,4,3,1.67,1.33,1,3,3.82,5.88,57000,34000,73000,83,52,121,41000,41000,40000,64,129,144,0.01,0.9,0.01,1.8,0,0,0,38130,37000,4.18,7.4,6.06,-3.62E-15,338.25,2210,28535,6. 65+,"2. $10,001-19,999",2014 Q1,Third Party Lending,5 Yr,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Bad,0.052593918,0.0294,0.026986625,0.022866667,0.01409589,0.917912405,1.180173092,0.513113034,2.052288718
58,1402085,500,Oak Grove,KY,4309.94,M,29438.42,314.35,29365,1,45000,0.15,0.69751,673,N,Y,N,N,Y,N,Y,N,N,N,N,N,0,0,0.94,21,17,2,59900,60000,3,45000,50000,5,3,2,1068,42100,38990.21,45000,67842,68750,745.09,945.3,0,0,3,0,0,1,0,1,1,0,0,46666,0,0,49,0,59900,60000,0,96,2,0,0,0.9,0,0,1,0,37000,1040.6,5.08,9.4,6.99,-3.55E-15,422.5833333,8720,65479,3. 35-44,"3. $20,000-$29,999",2014 Q2,Third Party Lending,6 Month,Purchase,Prime,Current,OK,vacant,Purchase Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,FT,Good,0.032191384,0.021006667,0.025548649,0.021006667,0.020256718,1.216216216,1.216216216,0.793648649,2.079441542
59,1402086,1000,New Orleans,LA,0.1,M,22023.4302,80,24500,1,45000,0.15,0.54444,470,Y,N,N,N,N,N,N,N,N,N,N,N,4,8,0.96,118.65,85,5,16000,69500,13,9500,60000,4,2,1,752,35653.96,2000,45000,39600,50652,3499.3,779,6,5,2,1,1.67,0.67,6,4,5,40500,19900,30005,133,41,409,37000,37750,49000,25,96,24,0.82,83.31,0.97,6,2.4,7.46,0,36000,2285,4.52,7.93,7.08,-3.53E-15,409.62,4982,41950,3. 35-44,"3. $20,000-$29,999",2014 Q2,Third Party Lending,6 Month,Refi-Cashout,Sub Prime,Non Current,Default,vacant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,2,det.,c5,Own,FT,Good,0.031795918,0.017311111,0.021638889,0.017311111,0.02596234,1.25,1.25,0.680555556,2.197224577
60,1402090,500,Braceville,IL,37.39,M,36595.9,184,36689,1,81000,0.15,0.689,543,N,N,N,N,N,N,Y,N,N,N,N,N,4,2,1.27,103.2,52,8,69900,150000,7,73500,142000,7,3,2,1942,53250,189719,81000,137783,86329.63,1416.33,1082,4,2,1,0.67,0.67,0.33,6,7,8,114450,103000,110000,91,338,119,128950,128900,125000,138,106,131,0.97,91.32,0.88,8.96,10.45,24.24,1,50000,2633,0,5,3,0,0,12000,87000,2. 25-34,"4. $30,000-$39,000",2014 Q2,Third Party Lending,6 Month,Purchase,Sub Prime,Current,OK,vacant,Purchase Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.029491128,0.013358025,0.02164,0.013358025,0.009836364,1.62,1.62,0.73378,2.079441542
61,1402093,750,Tallahassee,FL,7.11,M,79252.1004,85,79305,3,167000,0.18,0.47488,743,N,N,N,N,N,N,N,N,N,N,N,N,1.97,4.6,2.6878,60,35,4,166000,2.00E+05,9,141750,130000,7,3,2,1843,151563.09,70000,167000,175200,175500,1500,1330.9,23,8,0,3.83,2.67,0,12.01,12.49,14,185000,167000,0,51,81,0,140442.28,162207.63,197500,121.34,107.94,39,0.98,96.81,0,5.6922,5.2456,0,0,159000,44107.11,0,0,0,0,0,0,0,4. 45-54,"6. >$60,000",2014 Q1,Third Party Lending,5 Yr,Refi-Cashout,Prime,Non Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,increasing,in balance,Under 3 mths,1,det.,c4,Own,PT,Good,0.016782044,0.007969461,0.00837044,0.007969461,0,1.050314465,1.050314465,0.498773585,2.189259608
62,1402094,487.5,Sodus Point,NY,30.23,M,26263.5305,1340.25,27290,2,50000,0.18,0.5458,546,N,N,N,N,N,N,N,N,N,N,N,N,2.07,6.3,1.675,120.83,23,16,60000,1.00E+05,31,60000,1.00E+05,4,2,1,1258,44843.14,26754.83,50000,54481,51021.93,1451.4,845.1,71.85,33.78,31.13,30.9006,11.6598,13.6402,59.73,65.7,52.61,60862.75,62507.91,66425.57,93.88,83.55,88.82,62151.31,68410.76,74513.19,173.45,137.43,73.43,0.8868,89.2959,0.8555,0,0,0,0.67,40000,2752.14,0,0,0,0,0,0,0,2. 25-34,"3. $20,000-$29,999",2014 Q1,Third Party Lending,5 Yr,Refi-Cashout,Sub Prime,Non Current,OK,vacant,Refinance Transaction,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,PT,Good,0.030967387,0.016902,0.0211275,0.016902,0.01272251,1.25,1.25,0.68225,2.088326949
63,1402098,625,Riverdale,GA,11.62,M,24728.273,6712,29968,1,44000,0.18,0.68109,626,N,N,N,N,N,N,N,Y,N,N,N,N,0,2,1.26,146.15,36,14,24500,65000,14,19500,96000,6,3,2.1,1936,31000,75056,44000,79427,38152.47,1260.02,870,141,66,61,23.5,22,20.33,59,65,69,43855,47550,43515,36,41,48,49900,49900,60000,52,55,56,0.97,95.29,0.97,2.51,2.95,3.39,1,28000,-11832,0,0,0,0,0,0,0,2. 25-34,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Purchase,Prime,Non Current,OK,vacant,Purchase Transaction,suburban,25-75%,stable,stable,in balance,Under 3 mths,1,det.,c5,Own,PT,Good,0.029030966,0.019772727,0.031071429,0.019772727,0.019993106,1.571428571,1.571428571,1.070285714,2.171245582
64,1403011,550,Charlotte,NC,9.26,M,22794.6081,664,20080,2,36000,0.18,0.55778,497,N,N,N,N,N,N,N,N,N,N,N,N,2.24,6.43,1.2795,275,67,4,35000,49000,3,35000,55000,5,3,1.1,1244,39991.59,17312,38000,57400,39514.32,3535.76,812.3,2,1,0,0.33,0.33,0.5423,3.86,4.19,4,45000,36500,31067.76,51,117,94.27,44346.26,44964.08,46750,171.47,169.07,40,0.89,91.48,0.771,7.9923,7.3381,4.9368,0,68000,15697,0,0,0,0,0,0,0,5. 55-64,"3. $20,000-$29,999",2014 Q1,Third Party Lending,5 Yr,Refi-Cashout,Sub Prime,Non Current,OK,vacant,Other,suburban,Over 75%,stable,stable,in balance,Under 3 mths,1,det.,c5,Own,PT,Good,0.040453187,0.022563889,0.011945588,0.021376316,0.026146076,0.529411765,0.558823529,0.295294118,2.123111477
65,1403030,500,Youngstown,OH,2.15,M,134355,224,134355,1,217000,0.15,0.689,533,N,N,N,N,N,N,N,N,N,N,N,N,2.48,6.285,1.7037,15,12,3,189900,239900,5,202000,226000,8,5,3,2623,195000,166000,217000,231755,213380.6,1661.35,1675.5,4,0,1,0.67,0,0.33,1,0,3,211428,0,202000,60,0,127,205000,0,239900,127,0,36,0.95,0,0.99,1.49,0,9.09,0,182000,22254,40,12,2,0,0,5000,240000,2. 25-34,"6. >$60,000",2014 Q4,Third Party Lending,6 Month,Purchase,Sub Prime,Current,OK,vacant,Purchase Transaction,suburban,25-75%,stable,stable,over supply,3-6 mths,1,det.,c3,Own,FT,Good,0.012470693,0.007721198,0.009206044,0.007721198,0.008294554,1.192307692,1.192307692,0.738214286,2.079441542
66,1403031,236.5384615,Chester,PA,0.01,M,19151.6,548.37,19565,1,35000,0.18,0.559,660,Y,N,N,N,N,N,N,N,N,N,N,N,0,1,0.74,118.62,80,4,35000,68500,7,16300,68500,6,3,1,1126,32697.66,17753.51,35000,36444,34000,850,940,5,1,1,0.83,0.33,0.33,0,0,4,22299,27000,22500,66,55,149,0,0,65450,0,0,38,0.88,82.07,0.87,0,0,12.12,0,24000,-4188,0,0,0,0,0,0,0,4. 45-54,"2. $10,001-19,999",2014 Q2,Third Party Lending,5 Yr,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,att.,c3,Own,PT,Bad,0.048044978,0.026857143,0.039166667,0.026857143,0.041777778,1.458333333,1.458333333,0.815208333,1.609437912
67,1403035,453.8461538,Columbus,OH,3.36,M,47821.7,313,49820,2,94000,0.18,0.53,498,N,N,N,N,N,N,N,N,N,Y,N,N,0,37,1.88,107.91,38,47,7500,137900,89,3750,159900,9,4,2.1,2060,76060.58,35000,94000,139162,89250,850,940,41,14,34,6.83,4.67,11.33,46,48,47,23000,47000,22000,33,22,100,26000,26125,32400,159,135,157,0.97,100,0.9,6.73,10.28,4.15,1,72290,14214.45,0,0,0,0,0,0,0,3. 35-44,"5. $40,000-$49,999",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Current,Default,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Rent,FT,Bad,0.018867925,0.01,0.013003182,0.01,0.042727273,1.300318163,1.300318163,0.689168626,2.020023223
68,1403035,453.8461538,Columbus,OH,3.36,F,47821.7,313,49820,2,94000,0.18,0.53,494,N,N,N,N,N,N,N,Y,N,N,N,N,1,29,2.23,106.32,38,47,7500,137900,89,3750,159900,9,4,2.1,2060,75714.37,35000,94000,139162,89250,850,940,41,14,34,6.83,4.67,11.33,46,48,47,23000,47000,22000,33,22,100,26000,26125,32400,159,135,157,0.97,100,0.9,6.73,10.28,4.15,1,71510,14145.03,0,0,0,0,0,0,0,3. 35-44,"5. $40,000-$49,999",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Current,Default,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Rent,FT,Bad,0.018867925,0.01,0.013145015,0.01,0.042727273,1.314501468,1.314501468,0.696685778,2.020023223
69,1403036,500,Paxinos,PA,27.8,M,23323.92,774,26981,1,38000,0.18,0.71003,500,Y,N,N,N,N,N,Y,N,N,N,N,N,6,6,1.07,132,85,1,39900,39900,13,30000,44900,6,3,1,1286,37000,971,38000,72000,47417.5,4903.3,885.2,6,3,4,1,1,1.33,6,3,0,36194,33500,39900,60,71,275,45000,49000,0,124,375,0,1,82,0.84,6,3,0,0,33240,1041.2,4.1,8.4,7.23,-3.47E-15,451.62,2957,34610,3. 35-44,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Purchase,Sub Prime,Current,OK,vacant,Purchase Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c5,Own,PT,Good,0.032808272,0.023294737,0.026630566,0.023294737,0.022185464,1.143200963,1.143200963,0.811702768,2.079441542
70,1403037,130.5555556,Philadelphia,PA,4.62,M,24446.8754,276,25977,1,48000,0.18,0.7117,502,Y,N,N,N,N,N,Y,N,N,N,N,N,1,10,0.87,113.14,85,7,40000,75000,8,40000,75000,3.5,1,1,762,48000,16000,48000,47250,62097,4959.62,940,7,1,0,1.17,0.33,0,2,1,7,46500,88250,0,23,37,0,49900,1.00E+05,0,344,102,38,0.93,88,0,1.71,3.03,0,1,40640,675.4,0,0,0,0,0,0,0,4. 45-54,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Purchase,Sub Prime,Non Current,Default,vacant,Purchase Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,2,S-Det./End Unit,c5,Own,PT,Bad,0.036185857,0.019583333,0.023129921,0.019583333,0,1.181102362,1.181102362,0.639197835,1.252762968
71,1403049,500,Merrill,MI,114.17,M,17388.66,149,19565,9,35000,0.18,0.559,447,N,N,N,N,N,N,N,N,N,N,N,N,2.85,8.33,2.1977,104,62,0,0,0,0,0,0,6,3,1,1104,46471.81,20622,35000,66808,35750,550,847.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34930,1054.53,0,0,0,0,0,0,0,4. 45-54,"2. $10,001-19,999",2014 Q2,Third Party Lending,5 Yr,Refi-Cashout,Sub Prime,Current,OK,tenant,Refinance Transaction,rural,25-75%,slow,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.043296703,0.024202857,0.02425136,0.024202857,0,1.002004008,1.002004008,0.56012024,2.079441542
72,1403051,236.5384615,Taylors,SC,8.71,M,72168.37,338.76,72610,3,137000,0.18,0.53,575,N,N,N,N,N,N,N,N,N,N,N,N,1,4,2.2059,68.15,48,7,105000,169900,9,105000,162500,8,3,2,2202,112792.43,43462.08,137000,140100,135580.3,1254,1240,4,4,1,0.67,1.33,0.33,5,4,7,127750,118500,137000,65,76,66,128900,135000,137500,156,156,118,0.94,94.84,0.96,7.46,3.01,21.21,0,113550,29506.98,0,0,0,0,0,0,0,4. 45-54,"6. >$60,000",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Sub Prime,Non Current,Default,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c3,Rent,FT,Bad,0.017077538,0.009051095,0.010920299,0.009051095,0.009051095,1.206516953,1.206516953,0.639453985,1.609437912
73,1403052,550,Chipley,FL,1004.19,M,21863.9024,287,21792,1,50000,0.18,0.7204,641,Y,N,N,N,N,N,N,N,N,N,N,N,1,0,0.77,241,43,9,25000,135000,6,28000,112000,6,3,2,2148,30250,100,50000,55833,52515.14,1083.7,937.8,1,3,2,0.17,1,0.67,5,8,9,47000,55000,50000,205,165,175,112000,56000,51000,220,170,180,0.42,98.21,0.98,29.41,8,13.43,1,31160,-2374.76,0,0,0,0,0,0,0,4. 45-54,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Purchase,Prime,Non Current,OK,vacant,Purchase Transaction,rural,25-75%,slow,declining,over supply,3-6 mths,1,det.,c4,Own,PT,Good,0.043034141,0.018756,0.030096277,0.018756,0.018756,1.604621309,1.604621309,0.699358151,2.117182796
74,1403052,550,Chipley,FL,1004.19,F,21861.5835,287,21792,1,50000,0.18,0.7204,658,N,N,N,N,N,N,Y,N,N,N,N,N,1,0,0.57,241,43,9,25000,135000,6,28000,112000,6,3,2,2148,30250,100,50000,55833,52540.21,1158.42,939.1,1,3,2,0.17,1,0.67,5,8,9,47000,55000,50000,205,165,175,112000,56000,51000,220,170,180,0.42,98.21,0.98,29.41,8,13.43,1,30940,-2429.24,0,0,0,0,0,0,0,4. 45-54,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Purchase,Prime,Non Current,OK,vacant,Purchase Transaction,rural,25-75%,slow,declining,over supply,3-6 mths,1,det.,c4,Own,PT,Good,0.043093796,0.018782,0.030352295,0.018782,0.018782,1.616031028,1.616031028,0.704330963,2.117182796
75,1403053,500,Lansing,MI,2.3,M,18635.99,34,21558,2,35000,0.18,0.721,581,N,Y,Y,N,N,N,N,Y,Y,N,N,Y,0,7,1.59,0,95,10,21490,49900,5,22500,43900,5,3,1,876,29900,13500,35000,50616,35000,700,670,3,1,1,0.5,0.33,0.33,13,11,10,25000,43900,22500,44,101,185,34900,39900,38500,84,78,61,0.92,98,0.94,26,33.33,30.3,1,27000,-2455.04,0,0,0,0,0,0,0,2. 25-34,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Purchase,Prime,Current,OK,vacant,Purchase Transaction,urban,Over 75%,slow,stable,in balance,3-6 mths,1,det.,c3,Own,PT,Good,0.03107895,0.019142857,0.024814815,0.019142857,0.029777778,1.296296296,1.296296296,0.798444444,2.079441542
76,1403054,438.4615385,NA,MI,0,M,21930.21,460.28,24715,3,45000,0.18,0.54922,586,N,N,N,N,N,N,N,N,N,N,N,N,1.75,4.29,1.5136,96.52,110,17,10000,102000,6,24900,79000,7,4,2,1775,38376.99,20585.49,45000,88100,34711.32,747.89,966.8,10,4,3,1.67,1.33,1,9,6,6,57000,34000,73000,83,52,121,41000,41000,40000,64,129,144,0.97,90,0.98,5.39,4.51,6,0,34750,3278.62,1.6,5.54,5.32,-3.66E-15,461.9,2460,21960,2. 25-34,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,suburban,25-75%,stable,stable,in balance,3-6 mths,1,det.,c4,Rent,PT,Bad,0.039117945,0.021484444,0.027821583,0.021484444,0.013243836,1.294964029,1.294964029,0.711223022,1.999396751
77,1403056,332.6923077,Oak Park,MI,8.48,F,37705.13,396.72,38690,1,73000,0.18,0.53,593,N,N,N,N,N,N,N,N,N,N,N,N,1.29,3.99,0.9663,97.82,60,6,65000,110000,39,60000,105000,7,3,1.1,1452,59970.57,22907.87,73000,70355,72862.45,1227.5,1090,20,13,6,3.33,4.33,2,23,15,6,64900,69000,75000,163,125,90,71000,74500,79900,163,125,90,0.91,93,0.94,6.91,3.46,3,1,61412,12575.07,0,0,0,0,0,0,0,6. 65+,"4. $30,000-$39,000",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Prime,Non Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,increasing,in balance,3-6 mths,1,det.,c4,Own,FT,Bad,0.028172654,0.014931507,0.017748974,0.014931507,0.014533333,1.188692764,1.188692764,0.630007165,1.829504735
78,1403066,545.4545455,Belton,MO,14.64,M,20849.1123,440,20000,3,36000,0.15,0.55556,633,N,N,N,N,N,N,N,N,N,N,N,N,1.26,2.71,1.1059,103.25,53,20,20000,80000,52,20000,80000,4,2,1,864,35800.92,20000,43000,69976,60000,600,796.8,10,21,21,1.67,7,7,35.01,25.08,20,33550,55468,51407,31,115,64,35110,58698,53157,113.11,107.75,52,0.98,96,0.98,7.4971,5.1325,2.86,1,38000,2314,0,6,3,0,0,0,70000,4. 45-54,"3. $20,000-$29,999",2014 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,OK,vacant,Refinance Transaction,suburban,Over 75%,stable,increasing,in balance,3-6 mths,1,det.,c5,Own,PT,Good,0.03984,0.022133333,0.020968421,0.018530233,0.015499835,0.947368421,1.131578947,0.526315789,2.107883215
79,1403071,583.3333333,Nesbit,MS,80.75,M,78642.3965,121,84800,3,160000,0.15,0.53,593,N,N,N,N,N,N,N,N,N,N,N,N,2.05,4.25,1.7216,15,22,5,129900,224900,19,51000,196000,7,3,2.1,1816,139268.14,52549,160000,181812,155136.21,1447.38,1275.1,8,6,5,1.33,2,1.67,9,8,5,145125,153450,151200,71,53,125,159900,169900,145900,119,111,8,0.93,98.38,0.95,6.77,4,2.99,0,139760,35356.05,0,0,0,0,0,0,0,4. 45-54,"6. >$60,000",2014 Q2,Third Party Lending,6 Month,Refi-Cashout,Prime,Non Current,OK,vacant,Refinance Transaction,rural,25-75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,FT,Good,0.015036557,0.007969375,0.009123497,0.007969375,0.008433201,1.144819691,1.144819691,0.606754436,2.1535513
80,1403072,500,Columbus,OH,4.24,M,34621.23,570.77,36040,1,68000,0.18,0.53,669,N,N,Y,N,N,N,N,N,N,N,N,N,0,0,0.79,86.48,60,23,34900,99900,80,5000,95000,9,6,2,1824,60364.27,23645.26,68000,89317.57,68919.33,957.79,950,42,24,14,7,8,4.67,22,26,32,35500,39250,36875,26,44,23,59900,64700,71200,190,170,80,0.99,97,0.98,3.14,3.25,6.85,1,60000,13360,0,0,0,0,0,0,0,4. 45-54,"4. $30,000-$39,000",2014 Q2,Third Party Lending,10 Yr,Refi-Cashout,Prime,Current,OK,tenant,Refinance Transaction,suburban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c3,Own,PT,Good,0.0263596,0.013970588,0.015833333,0.013970588,0.025762712,1.133333333,1.133333333,0.600666667,2.079441542
81,1403078,538.4615385,Columbus,OH,471.52,M,24649.8827,247,27651,2,40000,0.18,0.709,642,N,N,N,N,N,N,N,N,N,N,N,N,1.11,1.96,1.1018,34,50,7,76500,99900,10,30256,110000,8,4,2,1808,39000,54000,40000,60738,59642.08,2565.97,976.4,6,3,1,1,1,0.33,2,6,7,75950,84900,42500,159,260,119,92400,87650,88100,234,160,159,0.99,100,0.85,2,6,21.21,1,33000,-4244,1.68,7.04,4.23,-3.49E-15,236.89,5772,48298.5,2. 25-34,"3. $20,000-$29,999",2014 Q2,Third Party Lending,5 Yr,Purchase,Prime,Non Current,OK,vacant,Purchase Transaction,urban,Over 75%,stable,stable,in balance,3-6 mths,1,det.,c4,Own,PT,Good,0.035311562,0.02441,0.029587879,0.02441,0.022974118,1.212121212,1.212121212,0.837909091,2.089008136
